snapshot_date,axis,keyword,search_index
2026-03-17,menopausa,fitoterapia menopausa,32
2026-03-17,saude-mental,fobia social,1
2026-03-17,saude-mental,fobia social,28
2026-03-17,emergentes,gripe aviária H5N1,1
2026-03-17,emergentes,gripe aviária H5N1,73
2026-03-17,menopausa,incontinência urinária,73
2026-03-17,menopausa,incontinência urinária,87
2026-03-17,saude-mental,insónia,7
2026-03-17,saude-mental,insónia,40
2026-03-17,alimentacao,intolerância à lactose,1
2026-03-17,alimentacao,intolerância à lactose,18
2026-03-17,alimentacao,intolerância ao glúten,1
2026-03-17,alimentacao,intolerância ao glúten,27
2026-03-17,alimentacao,jejum intermitente,21
2026-03-17,alimentacao,jejum intermitente,24
2026-03-17,menopausa,libido menopausa,1
2026-03-17,menopausa,libido menopausa,29
2026-03-17,emergentes,long covid,7
2026-03-17,emergentes,long covid,61
2026-03-17,emergentes,lúpus,10
2026-03-17,emergentes,lúpus,69
2026-03-17,menopausa,menopausa masculina,21
2026-03-17,menopausa,menopausa masculina,22
2026-03-17,menopausa,menopausa precoce,1
2026-03-17,menopausa,menopausa precoce,1
2026-03-17,menopausa,menopausa sintomas,12
2026-03-17,menopausa,menopausa sintomas,34
2026-03-17,emergentes,microplásticos sangue,1
2026-03-17,emergentes,microplásticos sangue,1
2026-03-17,emergentes,mpox portugal,104
2026-03-17,emergentes,mpox portugal,106
2026-03-17,alimentacao,obesidade infantil,1
2026-03-17,alimentacao,obesidade infantil,1
2026-03-17,menopausa,osteoporose,35
2026-03-17,menopausa,osteoporose,39
2026-03-17,saude-mental,pânico,37
2026-03-17,saude-mental,pânico,43
2026-03-17,saude-mental,perturbação bipolar,1
2026-03-17,saude-mental,perturbação bipolar,1
2026-03-17,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-17,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-17,saude-mental,perturbações do espectro do autismo,1
2026-03-17,saude-mental,perturbações do espectro do autismo,1
2026-03-17,menopausa,peso na menopausa,29
2026-03-17,menopausa,peso na menopausa,33
2026-03-17,emergentes,poluição e saúde,39
2026-03-17,emergentes,poluição e saúde,43
2026-03-17,alimentacao,pré-diabetes,1
2026-03-17,alimentacao,pré-diabetes,1
2026-03-17,saude-mental,PTSD,13
2026-03-17,saude-mental,PTSD,15
2026-03-17,alimentacao,refluxo gastroesofágico,9
2026-03-17,alimentacao,refluxo gastroesofágico,11
2026-03-17,emergentes,resistência antibióticos,43
2026-03-17,emergentes,resistência antibióticos,47
2026-03-17,emergentes,sarampo surto,26
2026-03-17,emergentes,sarampo surto,29
2026-03-17,saude-mental,saúde mental no trabalho,1
2026-03-17,saude-mental,saúde mental no trabalho,1
2026-03-17,menopausa,secura vaginal,5
2026-03-17,menopausa,secura vaginal,7
2026-03-17,emergentes,sepsis,18
2026-03-17,emergentes,sepsis,26
2026-03-17,alimentacao,síndrome de intestino irritável,1
2026-03-17,alimentacao,síndrome de intestino irritável,1
2026-03-17,menopausa,síndrome do ovário poliquístico,1
2026-03-17,menopausa,síndrome do ovário poliquístico,1
2026-03-17,saude-mental,solidão,15
2026-03-17,saude-mental,solidão,25
2026-03-17,saude-mental,stress,1
2026-03-17,saude-mental,stress,34
2026-03-17,saude-mental,suicídio,15
2026-03-17,saude-mental,suicídio,19
2026-03-17,menopausa,suores noturnos,1
2026-03-17,menopausa,suores noturnos,2
2026-03-17,alimentacao,suplementos alimentares,61
2026-03-17,alimentacao,suplementos alimentares,82
2026-03-17,saude-mental,TDAH adulto,1
2026-03-17,saude-mental,TDAH adulto,1
2026-03-17,menopausa,terapia hormonal,33
2026-03-17,menopausa,terapia hormonal,33
2026-03-17,saude-mental,terapia online,4
2026-03-17,saude-mental,terapia online,45
2026-03-17,alimentacao,ultraprocessados,1
2026-03-17,alimentacao,ultraprocessados,48
2026-03-17,emergentes,vírus nipah,1
2026-03-17,emergentes,vírus nipah,1
2026-03-18,alimentacao,açúcar e saúde,33
2026-03-18,saude-mental,alcoolismo,8
2026-03-18,alimentacao,alergias alimentares,1
2026-03-18,alimentacao,alimentação plant-based,39
2026-03-18,saude-mental,alzheimer,36
2026-03-18,alimentacao,anemia,71
2026-03-18,saude-mental,anorexia nervosa,18
2026-03-18,saude-mental,ansiedade,72
2026-03-18,saude-mental,automutilação,1
2026-03-18,emergentes,avc,7
2026-03-18,saude-mental,burnout,34
2026-03-18,emergentes,calor extremo e saúde,1
2026-03-18,menopausa,cancro da mama,33
2026-03-18,emergentes,candida auris,1
2026-03-18,menopausa,candidíase,15
2026-03-18,alimentacao,colesterol alto,43
2026-03-18,saude-mental,demência,30
2026-03-18,emergentes,dengue europa,43
2026-03-18,saude-mental,dependências,1
2026-03-18,saude-mental,depressão,7
2026-03-18,alimentacao,diabetes tipo 2,98
2026-03-18,alimentacao,dieta cetogénica,1
2026-03-18,alimentacao,dieta mediterrânica,5
2026-03-18,alimentacao,doença celíaca,3
2026-03-18,emergentes,doenças cardiovasculares,41
2026-03-18,menopausa,doenças da tiroide,1
2026-03-18,menopausa,endometriose,50
2026-03-18,saude-mental,enxaqueca,43
2026-03-18,menopausa,fitoterapia menopausa,1
2026-03-18,saude-mental,fobia social,1
2026-03-18,emergentes,gripe aviária H5N1,1
2026-03-18,menopausa,incontinência urinária,78
2026-03-18,saude-mental,insónia,7
2026-03-18,alimentacao,intolerância à lactose,18
2026-03-18,alimentacao,intolerância ao glúten,23
2026-03-18,alimentacao,jejum intermitente,18
2026-03-18,menopausa,libido menopausa,1
2026-03-18,emergentes,long covid,7
2026-03-18,emergentes,lúpus,61
2026-03-18,menopausa,menopausa masculina,23
2026-03-18,menopausa,menopausa precoce,1
2026-03-18,menopausa,menopausa sintomas,31
2026-03-18,emergentes,microplásticos sangue,1
2026-03-18,emergentes,mpox portugal,121
2026-03-18,alimentacao,obesidade infantil,1
2026-03-18,menopausa,osteoporose,36
2026-03-18,saude-mental,pânico,38
2026-03-18,saude-mental,perturbação bipolar,1
2026-03-18,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-18,saude-mental,perturbações do espectro do autismo,1
2026-03-18,menopausa,peso na menopausa,34
2026-03-18,emergentes,poluição e saúde,40
2026-03-18,alimentacao,pré-diabetes,1
2026-03-18,saude-mental,PTSD,15
2026-03-18,alimentacao,refluxo gastroesofágico,12
2026-03-18,emergentes,resistência antibióticos,44
2026-03-18,emergentes,sarampo surto,32
2026-03-18,saude-mental,saúde mental no trabalho,1
2026-03-18,menopausa,secura vaginal,6
2026-03-18,emergentes,sepsis,29
2026-03-18,alimentacao,síndrome de intestino irritável,1
2026-03-18,menopausa,síndrome do ovário poliquístico,1
2026-03-18,saude-mental,solidão,15
2026-03-18,saude-mental,stress,33
2026-03-18,saude-mental,suicídio,14
2026-03-18,menopausa,suores noturnos,2
2026-03-18,alimentacao,suplementos alimentares,68
2026-03-18,saude-mental,TDAH adulto,1
2026-03-18,menopausa,terapia hormonal,29
2026-03-18,saude-mental,terapia online,4
2026-03-18,alimentacao,ultraprocessados,1
2026-03-18,emergentes,vírus nipah,1
2026-03-19,alimentacao,açúcar e saúde,37
2026-03-19,saude-mental,alcoolismo,7
2026-03-19,alimentacao,alergias alimentares,1
2026-03-19,alimentacao,alimentação plant-based,39
2026-03-19,saude-mental,alzheimer,37
2026-03-19,alimentacao,anemia,72
2026-03-19,saude-mental,anorexia nervosa,20
2026-03-19,saude-mental,ansiedade,68
2026-03-19,saude-mental,automutilação,1
2026-03-19,emergentes,avc,7
2026-03-19,saude-mental,burnout,33
2026-03-19,emergentes,calor extremo e saúde,1
2026-03-19,menopausa,cancro da mama,30
2026-03-19,emergentes,candida auris,1
2026-03-19,menopausa,candidíase,16
2026-03-19,alimentacao,colesterol alto,41
2026-03-19,saude-mental,demência,31
2026-03-19,emergentes,dengue europa,43
2026-03-19,saude-mental,dependências,1
2026-03-19,saude-mental,depressão,8
2026-03-19,alimentacao,diabetes tipo 2,102
2026-03-19,alimentacao,dieta cetogénica,1
2026-03-19,alimentacao,dieta mediterrânica,5
2026-03-19,alimentacao,doença celíaca,3
2026-03-19,emergentes,doenças cardiovasculares,40
2026-03-19,menopausa,doenças da tiroide,1
2026-03-19,menopausa,endometriose,55
2026-03-19,saude-mental,enxaqueca,39
2026-03-19,menopausa,fitoterapia menopausa,1
2026-03-19,saude-mental,fobia social,1
2026-03-19,emergentes,gripe aviária H5N1,1
2026-03-19,menopausa,incontinência urinária,82
2026-03-19,saude-mental,insónia,7
2026-03-19,alimentacao,intolerância à lactose,17
2026-03-19,alimentacao,intolerância ao glúten,23
2026-03-19,alimentacao,jejum intermitente,19
2026-03-19,menopausa,libido menopausa,1
2026-03-19,emergentes,long covid,8
2026-03-19,emergentes,lúpus,67
2026-03-19,menopausa,menopausa masculina,20
2026-03-19,menopausa,menopausa precoce,1
2026-03-19,menopausa,menopausa sintomas,28
2026-03-19,emergentes,microplásticos sangue,1
2026-03-19,emergentes,mpox portugal,119
2026-03-19,alimentacao,obesidade infantil,1
2026-03-19,menopausa,osteoporose,33
2026-03-19,saude-mental,pânico,33
2026-03-19,saude-mental,perturbação bipolar,1
2026-03-19,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-19,saude-mental,perturbações do espectro do autismo,1
2026-03-19,menopausa,peso na menopausa,37
2026-03-19,emergentes,poluição e saúde,42
2026-03-19,alimentacao,pré-diabetes,1
2026-03-19,saude-mental,PTSD,16
2026-03-19,alimentacao,refluxo gastroesofágico,12
2026-03-19,emergentes,resistência antibióticos,48
2026-03-19,emergentes,sarampo surto,33
2026-03-19,saude-mental,saúde mental no trabalho,1
2026-03-19,menopausa,secura vaginal,7
2026-03-19,emergentes,sepsis,27
2026-03-19,alimentacao,síndrome de intestino irritável,1
2026-03-19,menopausa,síndrome do ovário poliquístico,1
2026-03-19,saude-mental,solidão,16
2026-03-19,saude-mental,stress,35
2026-03-19,saude-mental,suicídio,13
2026-03-19,menopausa,suores noturnos,2
2026-03-19,alimentacao,suplementos alimentares,63
2026-03-19,saude-mental,TDAH adulto,1
2026-03-19,menopausa,terapia hormonal,32
2026-03-19,saude-mental,terapia online,4
2026-03-19,alimentacao,ultraprocessados,1
2026-03-19,emergentes,vírus nipah,1
2026-03-20,alimentacao,açúcar e saúde,1
2026-03-20,alimentacao,açúcar e saúde,1
2026-03-20,alimentacao,açúcar e saúde,37
2026-03-20,saude-mental,alcoolismo,8
2026-03-20,saude-mental,alcoolismo,59
2026-03-20,saude-mental,alcoolismo,65
2026-03-20,alimentacao,alergias alimentares,1
2026-03-20,alimentacao,alergias alimentares,1
2026-03-20,alimentacao,alergias alimentares,1
2026-03-20,alimentacao,alimentação plant-based,29
2026-03-20,alimentacao,alimentação plant-based,31
2026-03-20,alimentacao,alimentação plant-based,34
2026-03-20,saude-mental,alzheimer,35
2026-03-20,saude-mental,alzheimer,56
2026-03-20,saude-mental,alzheimer,57
2026-03-20,alimentacao,anemia,54
2026-03-20,alimentacao,anemia,54
2026-03-20,alimentacao,anemia,77
2026-03-20,saude-mental,anorexia nervosa,3
2026-03-20,saude-mental,anorexia nervosa,5
2026-03-20,saude-mental,anorexia nervosa,22
2026-03-20,saude-mental,ansiedade,63
2026-03-20,saude-mental,ansiedade,69
2026-03-20,saude-mental,ansiedade,76
2026-03-20,saude-mental,automutilação,1
2026-03-20,saude-mental,automutilação,1
2026-03-20,saude-mental,automutilação,1
2026-03-20,emergentes,avc,6
2026-03-20,emergentes,avc,9
2026-03-20,emergentes,avc,9
2026-03-20,saude-mental,burnout,28
2026-03-20,saude-mental,burnout,46
2026-03-20,saude-mental,burnout,46
2026-03-20,emergentes,calor extremo e saúde,1
2026-03-20,emergentes,calor extremo e saúde,1
2026-03-20,emergentes,calor extremo e saúde,1
2026-03-20,menopausa,cancro da mama,29
2026-03-20,menopausa,cancro da mama,36
2026-03-20,menopausa,cancro da mama,38
2026-03-20,emergentes,candida auris,1
2026-03-20,emergentes,candida auris,1
2026-03-20,emergentes,candida auris,1
2026-03-20,menopausa,candidíase,16
2026-03-20,menopausa,candidíase,25
2026-03-20,menopausa,candidíase,27
2026-03-20,alimentacao,colesterol alto,22
2026-03-20,alimentacao,colesterol alto,25
2026-03-20,alimentacao,colesterol alto,44
2026-03-20,saude-mental,demência,19
2026-03-20,saude-mental,demência,22
2026-03-20,saude-mental,demência,35
2026-03-20,emergentes,dengue europa,37
2026-03-20,emergentes,dengue europa,38
2026-03-20,emergentes,dengue europa,40
2026-03-20,saude-mental,dependências,1
2026-03-20,saude-mental,dependências,33
2026-03-20,saude-mental,dependências,39
2026-03-20,saude-mental,depressão,9
2026-03-20,saude-mental,depressão,21
2026-03-20,saude-mental,depressão,23
2026-03-20,alimentacao,diabetes tipo 2,15
2026-03-20,alimentacao,diabetes tipo 2,16
2026-03-20,alimentacao,diabetes tipo 2,98
2026-03-20,alimentacao,dieta cetogénica,1
2026-03-20,alimentacao,dieta cetogénica,1
2026-03-20,alimentacao,dieta cetogénica,1
2026-03-20,alimentacao,dieta mediterrânica,5
2026-03-20,alimentacao,dieta mediterrânica,48
2026-03-20,alimentacao,dieta mediterrânica,56
2026-03-20,alimentacao,doença celíaca,3
2026-03-20,alimentacao,doença celíaca,32
2026-03-20,alimentacao,doença celíaca,36
2026-03-20,emergentes,doenças cardiovasculares,6
2026-03-20,emergentes,doenças cardiovasculares,6
2026-03-20,emergentes,doenças cardiovasculares,34
2026-03-20,menopausa,doenças da tiroide,1
2026-03-20,menopausa,doenças da tiroide,1
2026-03-20,menopausa,doenças da tiroide,1
2026-03-20,menopausa,endometriose,54
2026-03-20,menopausa,endometriose,55
2026-03-20,menopausa,endometriose,59
2026-03-20,saude-mental,enxaqueca,40
2026-03-20,saude-mental,enxaqueca,46
2026-03-20,saude-mental,enxaqueca,57
2026-03-20,menopausa,fitoterapia menopausa,1
2026-03-20,menopausa,fitoterapia menopausa,1
2026-03-20,menopausa,fitoterapia menopausa,1
2026-03-20,saude-mental,fobia social,1
2026-03-20,saude-mental,fobia social,1
2026-03-20,saude-mental,fobia social,1
2026-03-20,emergentes,gripe aviária H5N1,1
2026-03-20,emergentes,gripe aviária H5N1,1
2026-03-20,emergentes,gripe aviária H5N1,1
2026-03-20,menopausa,incontinência urinária,9
2026-03-20,menopausa,incontinência urinária,11
2026-03-20,menopausa,incontinência urinária,83
2026-03-20,saude-mental,insónia,8
2026-03-20,saude-mental,insónia,51
2026-03-20,saude-mental,insónia,52
2026-03-20,alimentacao,intolerância à lactose,1
2026-03-20,alimentacao,intolerância à lactose,1
2026-03-20,alimentacao,intolerância à lactose,18
2026-03-20,alimentacao,intolerância ao glúten,1
2026-03-20,alimentacao,intolerância ao glúten,1
2026-03-20,alimentacao,intolerância ao glúten,25
2026-03-20,alimentacao,jejum intermitente,21
2026-03-20,alimentacao,jejum intermitente,25
2026-03-20,alimentacao,jejum intermitente,28
2026-03-20,menopausa,libido menopausa,1
2026-03-20,menopausa,libido menopausa,1
2026-03-20,menopausa,libido menopausa,1
2026-03-20,emergentes,long covid,4
2026-03-20,emergentes,long covid,7
2026-03-20,emergentes,long covid,7
2026-03-20,emergentes,lúpus,60
2026-03-20,emergentes,lúpus,64
2026-03-20,emergentes,lúpus,71
2026-03-20,menopausa,menopausa masculina,16
2026-03-20,menopausa,menopausa masculina,18
2026-03-20,menopausa,menopausa masculina,19
2026-03-20,menopausa,menopausa precoce,1
2026-03-20,menopausa,menopausa precoce,1
2026-03-20,menopausa,menopausa precoce,1
2026-03-20,menopausa,menopausa sintomas,17
2026-03-20,menopausa,menopausa sintomas,18
2026-03-20,menopausa,menopausa sintomas,29
2026-03-20,emergentes,microplásticos sangue,1
2026-03-20,emergentes,microplásticos sangue,1
2026-03-20,emergentes,microplásticos sangue,1
2026-03-20,emergentes,mpox portugal,112
2026-03-20,emergentes,mpox portugal,114
2026-03-20,emergentes,mpox portugal,121
2026-03-20,alimentacao,obesidade infantil,1
2026-03-20,alimentacao,obesidade infantil,1
2026-03-20,alimentacao,obesidade infantil,1
2026-03-20,menopausa,osteoporose,36
2026-03-20,menopausa,osteoporose,38
2026-03-20,menopausa,osteoporose,42
2026-03-20,saude-mental,pânico,19
2026-03-20,saude-mental,pânico,24
2026-03-20,saude-mental,pânico,30
2026-03-20,saude-mental,perturbação bipolar,1
2026-03-20,saude-mental,perturbação bipolar,1
2026-03-20,saude-mental,perturbação bipolar,1
2026-03-20,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-20,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-20,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-20,saude-mental,perturbações do espectro do autismo,1
2026-03-20,saude-mental,perturbações do espectro do autismo,1
2026-03-20,saude-mental,perturbações do espectro do autismo,1
2026-03-20,menopausa,peso na menopausa,1
2026-03-20,menopausa,peso na menopausa,1
2026-03-20,menopausa,peso na menopausa,37
2026-03-20,emergentes,poluição e saúde,1
2026-03-20,emergentes,poluição e saúde,40
2026-03-20,emergentes,poluição e saúde,43
2026-03-20,alimentacao,pré-diabetes,1
2026-03-20,alimentacao,pré-diabetes,1
2026-03-20,alimentacao,pré-diabetes,1
2026-03-20,saude-mental,PTSD,14
2026-03-20,saude-mental,PTSD,15
2026-03-20,saude-mental,PTSD,17
2026-03-20,alimentacao,refluxo gastroesofágico,11
2026-03-20,alimentacao,refluxo gastroesofágico,12
2026-03-20,alimentacao,refluxo gastroesofágico,66
2026-03-20,emergentes,resistência antibióticos,1
2026-03-20,emergentes,resistência antibióticos,1
2026-03-20,emergentes,resistência antibióticos,51
2026-03-20,emergentes,sarampo surto,36
2026-03-20,emergentes,sarampo surto,40
2026-03-20,emergentes,sarampo surto,42
2026-03-20,saude-mental,saúde mental no trabalho,1
2026-03-20,saude-mental,saúde mental no trabalho,1
2026-03-20,saude-mental,saúde mental no trabalho,1
2026-03-20,menopausa,secura vaginal,3
2026-03-20,menopausa,secura vaginal,7
2026-03-20,menopausa,secura vaginal,31
2026-03-20,emergentes,sepsis,19
2026-03-20,emergentes,sepsis,24
2026-03-20,emergentes,sepsis,31
2026-03-20,alimentacao,síndrome de intestino irritável,1
2026-03-20,alimentacao,síndrome de intestino irritável,1
2026-03-20,alimentacao,síndrome de intestino irritável,2
2026-03-20,menopausa,síndrome do ovário poliquístico,1
2026-03-20,menopausa,síndrome do ovário poliquístico,1
2026-03-20,menopausa,síndrome do ovário poliquístico,1
2026-03-20,saude-mental,solidão,16
2026-03-20,saude-mental,solidão,16
2026-03-20,saude-mental,solidão,18
2026-03-20,saude-mental,stress,32
2026-03-20,saude-mental,stress,34
2026-03-20,saude-mental,stress,36
2026-03-20,saude-mental,suicídio,11
2026-03-20,saude-mental,suicídio,17
2026-03-20,saude-mental,suicídio,17
2026-03-20,menopausa,suores noturnos,2
2026-03-20,menopausa,suores noturnos,4
2026-03-20,menopausa,suores noturnos,4
2026-03-20,alimentacao,suplementos alimentares,54
2026-03-20,alimentacao,suplementos alimentares,55
2026-03-20,alimentacao,suplementos alimentares,71
2026-03-20,saude-mental,TDAH adulto,1
2026-03-20,saude-mental,TDAH adulto,24
2026-03-20,saude-mental,TDAH adulto,48
2026-03-20,menopausa,terapia hormonal,2
2026-03-20,menopausa,terapia hormonal,33
2026-03-20,menopausa,terapia hormonal,42
2026-03-20,saude-mental,terapia online,4
2026-03-20,saude-mental,terapia online,33
2026-03-20,saude-mental,terapia online,36
2026-03-20,alimentacao,ultraprocessados,1
2026-03-20,alimentacao,ultraprocessados,24
2026-03-20,alimentacao,ultraprocessados,26
2026-03-20,emergentes,vírus nipah,1
2026-03-20,emergentes,vírus nipah,1
2026-03-20,emergentes,vírus nipah,1
2026-03-21,alimentacao,açúcar e saúde,1
2026-03-21,saude-mental,alcoolismo,53
2026-03-21,alimentacao,alergias alimentares,1
2026-03-21,alimentacao,alimentação plant-based,25
2026-03-21,saude-mental,alzheimer,63
2026-03-21,alimentacao,anemia,56
2026-03-21,saude-mental,anorexia nervosa,5
2026-03-21,saude-mental,ansiedade,83
2026-03-21,saude-mental,automutilação,1
2026-03-21,emergentes,avc,10
2026-03-21,saude-mental,burnout,43
2026-03-21,emergentes,calor extremo e saúde,1
2026-03-21,menopausa,cancro da mama,32
2026-03-21,emergentes,candida auris,1
2026-03-21,menopausa,candidíase,27
2026-03-21,alimentacao,colesterol alto,24
2026-03-21,saude-mental,competências socioemocionais,1
2026-03-21,saude-mental,demência,22
2026-03-21,emergentes,dengue europa,39
2026-03-21,saude-mental,dependências,30
2026-03-21,saude-mental,depressão,25
2026-03-21,saude-mental,desinstitucionalização saúde mental,1
2026-03-21,alimentacao,diabetes tipo 2,16
2026-03-21,alimentacao,dieta cetogénica,1
2026-03-21,alimentacao,dieta mediterrânica,55
2026-03-21,alimentacao,doença celíaca,30
2026-03-21,emergentes,doenças cardiovasculares,6
2026-03-21,menopausa,doenças da tiroide,1
2026-03-21,menopausa,endometriose,50
2026-03-21,saude-mental,enxaqueca,41
2026-03-21,saude-mental,equipas comunitárias saúde mental,1
2026-03-21,menopausa,fitoterapia menopausa,1
2026-03-21,saude-mental,fobia social,1
2026-03-21,emergentes,gripe aviária H5N1,1
2026-03-21,menopausa,incontinência urinária,8
2026-03-21,saude-mental,insónia,54
2026-03-21,alimentacao,intolerância à lactose,1
2026-03-21,alimentacao,intolerância ao glúten,1
2026-03-21,alimentacao,jejum intermitente,29
2026-03-21,menopausa,libido menopausa,1
2026-03-21,saude-mental,literacia em saúde mental,1
2026-03-21,emergentes,long covid,4
2026-03-21,emergentes,lúpus,76
2026-03-21,menopausa,menopausa masculina,17
2026-03-21,menopausa,menopausa precoce,1
2026-03-21,menopausa,menopausa sintomas,15
2026-03-21,emergentes,microplásticos sangue,1
2026-03-21,emergentes,mpox portugal,108
2026-03-21,alimentacao,obesidade infantil,1
2026-03-21,menopausa,osteoporose,31
2026-03-21,saude-mental,pânico,21
2026-03-21,saude-mental,perturbação bipolar,1
2026-03-21,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-21,saude-mental,perturbações do espectro do autismo,1
2026-03-21,menopausa,peso na menopausa,1
2026-03-21,emergentes,poluição e saúde,1
2026-03-21,alimentacao,pré-diabetes,1
2026-03-21,saude-mental,prevenção suicídio,1
2026-03-21,saude-mental,PTSD,14
2026-03-21,saude-mental,reabilitação psicossocial,1
2026-03-21,alimentacao,refluxo gastroesofágico,76
2026-03-21,emergentes,resistência antibióticos,1
2026-03-21,emergentes,sarampo surto,40
2026-03-21,saude-mental,saúde mental ensino superior,1
2026-03-21,saude-mental,saúde mental escolar,1
2026-03-21,saude-mental,saúde mental jovens,1
2026-03-21,saude-mental,saúde mental no trabalho,1
2026-03-21,saude-mental,saúde mental sem-abrigo,1
2026-03-21,menopausa,secura vaginal,29
2026-03-21,emergentes,sepsis,23
2026-03-21,alimentacao,síndrome de intestino irritável,2
2026-03-21,menopausa,síndrome do ovário poliquístico,1
2026-03-21,saude-mental,solidão,18
2026-03-21,saude-mental,stress,35
2026-03-21,saude-mental,suicídio,15
2026-03-21,menopausa,suores noturnos,4
2026-03-21,alimentacao,suplementos alimentares,57
2026-03-21,saude-mental,TDAH adulto,23
2026-03-21,menopausa,terapia hormonal,45
2026-03-21,saude-mental,terapia online,37
2026-03-21,alimentacao,ultraprocessados,23
2026-03-21,emergentes,vírus nipah,1
2026-03-22,alimentacao,açúcar e saúde,1
2026-03-22,saude-mental,alcoolismo,52
2026-03-22,alimentacao,alergias alimentares,1
2026-03-22,alimentacao,alimentação plant-based,23
2026-03-22,saude-mental,alzheimer,54
2026-03-22,alimentacao,anemia,58
2026-03-22,saude-mental,anorexia nervosa,5
2026-03-22,saude-mental,ansiedade,79
2026-03-22,saude-mental,automutilação,1
2026-03-22,emergentes,avc,10
2026-03-22,saude-mental,burnout,49
2026-03-22,emergentes,calor extremo e saúde,1
2026-03-22,menopausa,cancro da mama,32
2026-03-22,emergentes,candida auris,1
2026-03-22,menopausa,candidíase,31
2026-03-22,alimentacao,colesterol alto,27
2026-03-22,saude-mental,competências socioemocionais,1
2026-03-22,saude-mental,demência,20
2026-03-22,emergentes,dengue europa,44
2026-03-22,saude-mental,dependências,31
2026-03-22,saude-mental,depressão,25
2026-03-22,saude-mental,desinstitucionalização saúde mental,1
2026-03-22,alimentacao,diabetes tipo 2,16
2026-03-22,alimentacao,dieta cetogénica,1
2026-03-22,alimentacao,dieta mediterrânica,47
2026-03-22,alimentacao,doença celíaca,31
2026-03-22,emergentes,doenças cardiovasculares,6
2026-03-22,menopausa,doenças da tiroide,1
2026-03-22,menopausa,endometriose,48
2026-03-22,saude-mental,enxaqueca,43
2026-03-22,saude-mental,equipas comunitárias saúde mental,1
2026-03-22,menopausa,fitoterapia menopausa,1
2026-03-22,saude-mental,fobia social,1
2026-03-22,emergentes,gripe aviária H5N1,1
2026-03-22,menopausa,incontinência urinária,8
2026-03-22,saude-mental,insónia,52
2026-03-22,alimentacao,intolerância à lactose,1
2026-03-22,alimentacao,intolerância ao glúten,1
2026-03-22,alimentacao,jejum intermitente,33
2026-03-22,menopausa,libido menopausa,1
2026-03-22,saude-mental,literacia em saúde mental,1
2026-03-22,emergentes,long covid,4
2026-03-22,emergentes,lúpus,84
2026-03-22,menopausa,menopausa masculina,17
2026-03-22,menopausa,menopausa precoce,1
2026-03-22,menopausa,menopausa sintomas,17
2026-03-22,emergentes,microplásticos sangue,1
2026-03-22,emergentes,mpox portugal,108
2026-03-22,alimentacao,obesidade infantil,1
2026-03-22,menopausa,osteoporose,31
2026-03-22,saude-mental,pânico,23
2026-03-22,saude-mental,perturbação bipolar,1
2026-03-22,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-22,saude-mental,perturbações do espectro do autismo,1
2026-03-22,menopausa,peso na menopausa,1
2026-03-22,emergentes,poluição e saúde,1
2026-03-22,alimentacao,pré-diabetes,1
2026-03-22,saude-mental,prevenção suicídio,1
2026-03-22,saude-mental,PTSD,15
2026-03-22,saude-mental,reabilitação psicossocial,1
2026-03-22,alimentacao,refluxo gastroesofágico,71
2026-03-22,emergentes,resistência antibióticos,1
2026-03-22,emergentes,sarampo surto,38
2026-03-22,saude-mental,saúde mental ensino superior,1
2026-03-22,saude-mental,saúde mental escolar,1
2026-03-22,saude-mental,saúde mental jovens,1
2026-03-22,saude-mental,saúde mental no trabalho,1
2026-03-22,saude-mental,saúde mental sem-abrigo,1
2026-03-22,menopausa,secura vaginal,28
2026-03-22,emergentes,sepsis,22
2026-03-22,alimentacao,síndrome de intestino irritável,2
2026-03-22,menopausa,síndrome do ovário poliquístico,1
2026-03-22,saude-mental,solidão,19
2026-03-22,saude-mental,stress,37
2026-03-22,saude-mental,suicídio,14
2026-03-22,menopausa,suores noturnos,4
2026-03-22,alimentacao,suplementos alimentares,53
2026-03-22,saude-mental,TDAH adulto,25
2026-03-22,menopausa,terapia hormonal,47
2026-03-22,saude-mental,terapia online,37
2026-03-22,alimentacao,ultraprocessados,23
2026-03-22,emergentes,vírus nipah,1
2026-03-23,alimentacao,açúcar e saúde,1
2026-03-23,alimentacao,açúcar e saúde,25
2026-03-23,saude-mental,alcoolismo,48
2026-03-23,saude-mental,alcoolismo,65
2026-03-23,alimentacao,alergias alimentares,1
2026-03-23,alimentacao,alergias alimentares,1
2026-03-23,alimentacao,alimentação plant-based,21
2026-03-23,alimentacao,alimentação plant-based,24
2026-03-23,saude-mental,alzheimer,50
2026-03-23,saude-mental,alzheimer,56
2026-03-23,alimentacao,anemia,45
2026-03-23,alimentacao,anemia,60
2026-03-23,saude-mental,anorexia nervosa,2
2026-03-23,saude-mental,anorexia nervosa,5
2026-03-23,saude-mental,ansiedade,56
2026-03-23,saude-mental,ansiedade,69
2026-03-23,saude-mental,automutilação,1
2026-03-23,saude-mental,automutilação,1
