id,question,growth_percent,relative_volume,axis,axis_label,cluster,is_question,updated_at,keyword_id,source,last_seen_at
154a6c32-d858-47b4-b791-1b87473eddc1,"sintomas de doença celíaca no intestino",0,95,alimentacao,Alimentação,"doença celíaca",t,"2026-04-13 08:43:38.203977+00",,autocomplete,"2026-04-13 08:43:38.203977+00"
154b4a69-c526-44f6-afe6-992125f6c861,"tratamento medicamentoso para burnout",0,10,saude-mental,"Saúde Mental",burnout,t,"2026-04-13 08:38:34.941684+00",,autocomplete,"2026-04-13 08:38:34.941684+00"
155c3ab0-eda9-4dd8-b5a2-c78d82a61ac4,"como prevenir candidíase masculina",0,10,menopausa,Menopausa,candidíase,t,"2026-04-13 08:40:43.957484+00",,autocomplete,"2026-04-13 08:40:43.957484+00"
15602fac-74d3-468c-af2d-bbb7a16021cc,"surviving sepsis campaign guidelines 2026",9999,92,emergentes,Emergentes,sepsis,f,"2026-04-06 08:10:10.959529+00",,pytrends,"2026-04-06 08:10:10.959529+00"
1576f760-d4d6-4114-91af-06a3fb66c827,"sintomas de pânico social",0,75,saude-mental,"Saúde Mental",pânico,t,"2026-04-13 08:39:31.045213+00",,autocomplete,"2026-04-13 08:39:31.045213+00"
15932928-584c-4278-9c88-a24888262b5a,"o vírus nipah pode chegar ao brasil",0,30,emergentes,Emergentes,"vírus nipah",t,"2026-04-13 08:38:12.456348+00",,autocomplete,"2026-04-13 08:38:12.456348+00"
15a3e841-6b41-4ecd-8fec-513cd1129e2a,"tratamento para pré-diabetes",0,10,alimentacao,Alimentação,pré-diabetes,t,"2026-04-13 08:42:08.372884+00",,autocomplete,"2026-04-13 08:42:08.372884+00"
15bbd936-ca96-4109-a56d-393cc7fdedd2,"refluxo gastroesofágico tem cura",9999,60,alimentacao,Alimentação,"refluxo gastroesofágico",f,"2026-03-28 00:20:56.393699+00",,pytrends,"2026-03-28 00:20:56.393699+00"
15be484f-db1a-4355-b3b2-9d48740b53e0,"virus nipah sintomas iniciais",0,10,emergentes,Emergentes,"vírus nipah",t,"2026-04-13 08:38:12.456348+00",,autocomplete,"2026-04-13 08:38:12.456348+00"
15cf63ac-2afb-4388-9ed2-a2a7aa8abff3,"colesterol alto causas sintomas y tratamiento",0,10,alimentacao,Alimentação,"colesterol alto",t,"2026-03-30 08:18:58.756881+00",,autocomplete,"2026-03-30 08:18:58.756881+00"
15dccde3-60e8-49d3-a9df-5d1ae1a4424f,"causas da saude mental no trabalho",0,65,saude-mental,"Saúde Mental","saúde mental no trabalho",t,"2026-04-13 08:41:34.56973+00",,autocomplete,"2026-04-13 08:41:34.56973+00"
15f4f0cb-a500-43fb-bbb8-8f10f99f2cd6,"como tratar anemia ferropriva",0,30,alimentacao,Alimentação,anemia,t,"2026-04-13 08:40:38.397737+00",,autocomplete,"2026-04-13 08:40:38.397737+00"
162ef4bf-0567-4bea-b149-118e20306598,"candidíase genital tratamento",6650,68,menopausa,Menopausa,candidíase,f,"2026-04-06 08:09:49.492291+00",,pytrends,"2026-04-06 08:09:49.492291+00"
166a57fa-9380-4396-a303-802049b044d8,"tratamento para pânico",0,10,saude-mental,"Saúde Mental",pânico,t,"2026-04-13 08:39:31.045213+00",,autocomplete,"2026-04-13 08:39:31.045213+00"
166ea317-05a8-49fb-aebf-042ed379396d,"intolerância ao gluten sintomas adulto",0,10,alimentacao,Alimentação,"intolerância ao glúten",t,"2026-04-13 08:37:05.051837+00",,autocomplete,"2026-04-13 08:37:05.051837+00"
168bbad3-f22f-43f7-940e-d43aed65879d,"é normal ter ansiedade",0,10,saude-mental,"Saúde Mental",ansiedade,t,"2026-04-13 08:38:40.522707+00",,autocomplete,"2026-04-13 08:38:40.522707+00"
168deb81-30da-4af6-84d8-e09ab9e6012e,"o que é endometriose no utero",0,10,menopausa,Menopausa,endometriose,t,"2026-04-13 08:40:10.397854+00",,autocomplete,"2026-04-13 08:40:10.397854+00"
16c980b9-f339-4950-b0f1-dc8997fcb46d,"principais sintomas de alcoolismo",0,65,saude-mental,"Saúde Mental",alcoolismo,t,"2026-04-13 08:43:49.404375+00",,autocomplete,"2026-04-13 08:43:49.404375+00"
16d5160d-fffe-4e04-81db-e5c81ca50b58,"burnout tratamento",0,10,saude-mental,"Saúde Mental",burnout,t,"2026-04-13 08:38:34.941684+00",,autocomplete,"2026-04-13 08:38:34.941684+00"
16ed6a3d-14e4-4147-a6cf-2f9dfc6feeb5,"depressão causas e sintomas",0,10,saude-mental,"Saúde Mental",depressão,t,"2026-04-13 08:38:46.093196+00",,autocomplete,"2026-04-13 08:38:46.093196+00"
17228b53-a551-43d0-b791-b77a32964fbc,"anorexia nervosa sintomas e características",0,10,saude-mental,"Saúde Mental","anorexia nervosa",t,"2026-04-13 08:43:04.555328+00",,autocomplete,"2026-04-13 08:43:04.555328+00"
174455ec-e601-4b44-8549-93ca2975db20,"terapia hormonal tratamento",0,45,menopausa,Menopausa,"terapia hormonal",t,"2026-04-13 08:37:21.896373+00",,autocomplete,"2026-04-13 08:37:21.896373+00"
177b97f4-da0e-478c-9c2f-d6c7737c610a,"alzheimer sintomas visuais",0,10,saude-mental,"Saúde Mental",alzheimer,t,"2026-04-13 08:43:15.769569+00",,autocomplete,"2026-04-13 08:43:15.769569+00"
179ec33b-7803-4859-973f-fce36ed11747,"doenças cardiovasculares sintomas",0,10,emergentes,Emergentes,"doenças cardiovasculares",t,"2026-04-13 08:43:21.329264+00",,autocomplete,"2026-04-13 08:43:21.329264+00"
17ad3b25-9aac-4467-80ef-c3d439f953d4,"é normal ter enxaqueca no período fértil",0,10,saude-mental,"Saúde Mental",enxaqueca,t,"2026-04-13 08:43:55.008487+00",,autocomplete,"2026-04-13 08:43:55.008487+00"
17bcdf06-224e-4633-9a60-2accdf980a02,"causas del virus nipah",0,10,emergentes,Emergentes,"vírus nipah",t,"2026-04-13 08:38:12.456348+00",,autocomplete,"2026-04-13 08:38:12.456348+00"
17dbe77d-1c87-4dcf-a042-73087d513eaa,"como tratar diabetes tipo 2",0,50,alimentacao,Alimentação,"diabetes tipo 2",t,"2026-04-13 08:42:47.656406+00",,autocomplete,"2026-04-13 08:42:47.656406+00"
17dc2ad2-546c-423c-9136-9a36969ace3a,"enxaqueca causas",200,60,saude-mental,"Saúde Mental",enxaqueca,f,"2026-04-13 08:36:05.931314+00",,pytrends,"2026-04-13 08:36:05.931314+00"
17fb1c2b-5f9f-4b14-9111-1a392f235116,"tratamentos para cancro da mama",0,10,menopausa,Menopausa,"cancro da mama",t,"2026-04-13 08:40:55.173287+00",,autocomplete,"2026-04-13 08:40:55.173287+00"
17fbbf55-b434-4e92-bb5b-084f4cdde110,"como tratar alguem com alcoolismo",0,20,saude-mental,"Saúde Mental",alcoolismo,t,"2026-04-13 08:43:49.404375+00",,autocomplete,"2026-04-13 08:43:49.404375+00"
18031d51-11bd-4d37-ba8a-446b8af70c40,"dieta cetogenica sintomas",0,65,alimentacao,Alimentação,"dieta cetogénica",t,"2026-04-13 08:37:55.594739+00",,autocomplete,"2026-04-13 08:37:55.594739+00"
18100963-98ae-4d34-87a4-b2c4ad659276,"doença lúpus",250,84,emergentes,Emergentes,lúpus,f,"2026-04-06 08:12:58.949254+00",,pytrends,"2026-04-06 08:12:58.949254+00"
181ffba3-1011-40a5-ba42-cc1f17c1d861,"sintomas de osteoporose no joelho",0,70,menopausa,Menopausa,osteoporose,t,"2026-04-13 08:36:53.898281+00",,autocomplete,"2026-04-13 08:36:53.898281+00"
18361140-180c-4954-a3ab-5e9c36288f40,"como tratar o sentimento de solidão",0,75,saude-mental,"Saúde Mental",solidão,t,"2026-04-13 08:38:51.66098+00",,autocomplete,"2026-04-13 08:38:51.66098+00"
1850161f-d89a-4a8d-b536-73c6dcef2a07,"é normal ter insônia antes de menstruar",0,10,saude-mental,"Saúde Mental",insónia,t,"2026-04-13 08:39:19.763922+00",,autocomplete,"2026-04-13 08:39:19.763922+00"
1850ade0-299b-4e65-9cf0-36423589f885,"endometriose o'que é",5200,28,menopausa,Menopausa,endometriose,f,"2026-03-23 07:41:17.864203+00",,pytrends,"2026-03-27 18:34:47.925931+00"
1897be69-c08c-49d6-add6-1ab58100b902,"ansiedade tratamento frequencia 432hz",0,10,saude-mental,"Saúde Mental",ansiedade,t,"2026-04-13 08:38:40.522707+00",,autocomplete,"2026-04-13 08:38:40.522707+00"
18a2dd28-72cb-4001-bbb7-2c211d8097a8,"anemia symptoms",140,10,alimentacao,Alimentação,anemia,f,"2026-04-13 08:29:36.237329+00",,pytrends,"2026-04-13 08:29:36.237329+00"
18ace634-f81a-42ff-adca-356ab526ce26,"demencia causas reversiveis",0,10,saude-mental,"Saúde Mental",demência,t,"2026-04-13 08:40:27.20613+00",,autocomplete,"2026-04-13 08:40:27.20613+00"
18b47a04-8e5c-4db7-afa2-e21f204ab3c1,"insonia tratamento natural",0,10,saude-mental,"Saúde Mental",insónia,t,"2026-04-13 08:39:19.763922+00",,autocomplete,"2026-04-13 08:39:19.763922+00"
18b64f4e-9500-4428-b54d-740af0408468,"ansiedade sintomas tratamento",0,10,saude-mental,"Saúde Mental",ansiedade,t,"2026-04-13 08:38:40.522707+00",,autocomplete,"2026-04-13 08:38:40.522707+00"
190f15fd-7e41-42fc-90cf-d583a06a856e,"sintomas de vírus nipah",0,100,emergentes,Emergentes,"vírus nipah",t,"2026-04-13 08:38:12.456348+00",,autocomplete,"2026-04-13 08:38:12.456348+00"
191ed6e8-831c-4f9d-9c68-024a78f481ed,"menopausa precoce causas e sintomas",0,10,menopausa,Menopausa,"menopausa precoce",t,"2026-04-13 08:37:50.002306+00",,autocomplete,"2026-04-13 08:37:50.002306+00"
193c6908-c93a-4832-8588-490d66aa3cef,"anemia tem cura",9999,100,alimentacao,Alimentação,anemia,f,"2026-03-23 07:34:29.013551+00",,pytrends,"2026-03-27 18:34:47.925931+00"
1952caa5-e9ec-4001-a8b9-4c5068e48f1a,"enxaqueca o que tomar",160,36,saude-mental,"Saúde Mental",enxaqueca,f,"2026-04-13 08:36:05.931314+00",,pytrends,"2026-04-13 08:36:05.931314+00"
1960e77d-eb4c-423c-a023-c3cc45943c5c,"sintomas de fobia social leve",0,60,saude-mental,"Saúde Mental","fobia social",t,"2026-04-13 08:41:17.653799+00",,autocomplete,"2026-04-13 08:41:17.653799+00"
197cd1ed-14c9-46fd-8543-f27766c88c35,"sao consideradas causas mais frequentes de obesidade infantil",0,20,alimentacao,Alimentação,"obesidade infantil",t,"2026-03-30 08:15:35.780263+00",,autocomplete,"2026-03-30 08:15:35.780263+00"
197f0895-c456-4f4a-834a-8abb69793b37,"sintomas de osteoporose no ombro",0,60,menopausa,Menopausa,osteoporose,t,"2026-04-13 08:36:53.898281+00",,autocomplete,"2026-04-13 08:36:53.898281+00"
19b66510-bc07-4a6e-b38b-926c58aa6522,"como tratar colesterol alto de forma natural",0,30,alimentacao,Alimentação,"colesterol alto",t,"2026-04-13 08:40:04.811683+00",,autocomplete,"2026-04-13 08:40:04.811683+00"
19b7991e-6ca5-4af2-80da-0d2312177640,"como prevenir pré diabetes",0,10,alimentacao,Alimentação,pré-diabetes,t,"2026-04-13 08:42:08.372884+00",,autocomplete,"2026-04-13 08:42:08.372884+00"
1a550118-f69e-4432-bc37-6615596df3aa,"o que é enxaqueca sintomas",0,10,saude-mental,"Saúde Mental",enxaqueca,t,"2026-04-13 08:43:55.008487+00",,autocomplete,"2026-04-13 08:43:55.008487+00"
1a5e2c4c-3337-47e7-8afa-9b6d3593015b,"tem como prevenir a ansiedade",0,10,saude-mental,"Saúde Mental",ansiedade,t,"2026-04-13 08:38:40.522707+00",,autocomplete,"2026-04-13 08:38:40.522707+00"
1a73da94-8a66-432a-8296-f280bb45cc6f,"sintomas de incontinência urinária tem cura",0,70,menopausa,Menopausa,"incontinência urinária",t,"2026-04-13 08:42:42.043868+00",,autocomplete,"2026-04-13 08:42:42.043868+00"
1a894628-bd79-4f66-b371-e946262616ed,"é normal ter anemia pos parto",0,10,alimentacao,Alimentação,anemia,t,"2026-04-13 08:40:38.397737+00",,autocomplete,"2026-04-13 08:40:38.397737+00"
1a904499-ecdc-4433-b611-a9ba1e11204c,"enxaqueca causas alimentos",0,10,saude-mental,"Saúde Mental",enxaqueca,t,"2026-04-13 08:43:55.008487+00",,autocomplete,"2026-04-13 08:43:55.008487+00"
1a96c424-f0a1-4af3-992a-0d72e26b661f,"o que significa diabetes tipo 2",0,10,alimentacao,Alimentação,"diabetes tipo 2",t,"2026-04-13 08:42:47.656406+00",,autocomplete,"2026-04-13 08:42:47.656406+00"
1aa4d2fb-769a-4cc1-8120-df4a0334b1f2,"sepse sintomas em crianças",0,10,emergentes,Emergentes,sepsis,t,"2026-04-13 08:41:00.80186+00",,autocomplete,"2026-04-13 08:41:00.80186+00"
1ada92b7-d9fc-498e-8af1-2344411d5bbc,"osteoporose principais causas",0,10,menopausa,Menopausa,osteoporose,t,"2026-04-13 08:36:53.898281+00",,autocomplete,"2026-04-13 08:36:53.898281+00"
1af9f9a8-e98c-4e11-8b06-7902ddd5f0e6,"causas de candida auris",0,25,emergentes,Emergentes,"candida auris",t,"2026-04-13 08:42:30.835875+00",,autocomplete,"2026-04-13 08:42:30.835875+00"
1afdc41d-677e-42ae-bc2f-4a6c8df7cd51,"osteoporose tratamento nutricional",0,10,menopausa,Menopausa,osteoporose,t,"2026-04-13 08:36:53.898281+00",,autocomplete,"2026-04-13 08:36:53.898281+00"
1b0f5cbc-97ef-48eb-9ebf-f35441117192,"tratamento para demência precoce",0,10,saude-mental,"Saúde Mental",demência,t,"2026-04-13 08:40:27.20613+00",,autocomplete,"2026-04-13 08:40:27.20613+00"
1b10d165-4bc6-4b70-9ec9-0b92faa6427b,"o'que é ptsd sintomas",0,30,saude-mental,"Saúde Mental",PTSD,t,"2026-04-13 08:39:36.686137+00",,autocomplete,"2026-04-13 08:39:36.686137+00"
1b281ae0-87b7-4f51-9a06-c62652afdb3d,"causas de lupus en hombres",0,10,emergentes,Emergentes,lúpus,t,"2026-04-13 08:42:25.267323+00",,autocomplete,"2026-04-13 08:42:25.267323+00"
1b39d1eb-5df2-4ec1-a0e7-316d186e1fd4,"é normal ter convulsão após avc",0,10,emergentes,Emergentes,avc,t,"2026-04-13 08:41:12.052215+00",,autocomplete,"2026-04-13 08:41:12.052215+00"
1b50223c-f691-4468-b1fb-2c140799dd69,"jejum intermitente quantas horas",9999,100,alimentacao,Alimentação,"jejum intermitente",f,"2026-04-06 08:01:54.254993+00",,pytrends,"2026-04-06 08:01:54.254993+00"
1b5acda7-dfc3-4aee-a2b8-230ae74dd5b8,"tratamento para diabetes tipo 2",0,10,alimentacao,Alimentação,"diabetes tipo 2",t,"2026-04-13 08:42:47.656406+00",,autocomplete,"2026-04-13 08:42:47.656406+00"
1b6787e5-b769-4761-bcb7-1bf99ec7226f,"causas de avc em crianças",0,10,emergentes,Emergentes,avc,t,"2026-04-13 08:41:12.052215+00",,autocomplete,"2026-04-13 08:41:12.052215+00"
1b843956-02bf-479c-927e-0f4a41354216,"como tratar colesterol alto",0,50,alimentacao,Alimentação,"colesterol alto",t,"2026-04-13 08:40:04.811683+00",,autocomplete,"2026-04-13 08:40:04.811683+00"
1b97d273-757b-41a4-8b73-f6cac51cb9f0,"fobia social sintomas teste",0,10,saude-mental,"Saúde Mental","fobia social",t,"2026-04-13 08:41:17.653799+00",,autocomplete,"2026-04-13 08:41:17.653799+00"
1bb17927-ed43-4da8-8449-7a67bf9a26cd,"tratamento alcoolismo medicamento",0,10,saude-mental,"Saúde Mental",alcoolismo,t,"2026-04-13 08:43:49.404375+00",,autocomplete,"2026-04-13 08:43:49.404375+00"
1bd2b248-d5a6-41e0-83f1-7febf584ded6,"rastreio cancro da mama",50,84,menopausa,Menopausa,"cancro da mama",f,"2026-04-06 08:10:00.347905+00",,pytrends,"2026-04-06 08:10:00.347905+00"
1be30799-3e61-4de2-a9f8-3f86fd80512b,"como prevenir cancro da mama",0,10,menopausa,Menopausa,"cancro da mama",t,"2026-04-13 08:40:55.173287+00",,autocomplete,"2026-04-13 08:40:55.173287+00"
1be8e403-9ea4-42c6-9b88-3676b42e69e9,"o que é ansiedade de separação",0,10,saude-mental,"Saúde Mental",ansiedade,t,"2026-04-13 08:38:40.522707+00",,autocomplete,"2026-04-13 08:38:40.522707+00"
1c11fdb4-9f99-4c33-b5cb-a7abb4d73685,"fobia social sintomas tem cura",0,10,saude-mental,"Saúde Mental","fobia social",t,"2026-04-13 08:41:17.653799+00",,autocomplete,"2026-04-13 08:41:17.653799+00"
1c1d2522-06f9-44a5-98fa-f12124b31398,"o que é dieta cetogenica cardapio",0,90,alimentacao,Alimentação,"dieta cetogénica",t,"2026-04-13 08:37:55.594739+00",,autocomplete,"2026-04-13 08:37:55.594739+00"
1c3373a5-9c21-4427-b26c-b435be454d6d,"tdah leve sintomas adulto",0,10,saude-mental,"Saúde Mental","TDAH adulto",t,"2026-04-13 08:39:53.572317+00",,autocomplete,"2026-04-13 08:39:53.572317+00"
1c4a1a9c-3ca5-4ec5-86d6-be4eeb3cbfce,"fobia social sintomas cid",0,10,saude-mental,"Saúde Mental","fobia social",t,"2026-04-13 08:41:17.653799+00",,autocomplete,"2026-04-13 08:41:17.653799+00"
1c54da5f-41ef-4d72-9771-3b0b80f001a0,"sintomas refluxo gastroesofágico",60,52,alimentacao,Alimentação,"refluxo gastroesofágico",t,"2026-03-28 00:20:56.393699+00",,pytrends,"2026-03-28 00:20:56.393699+00"
1c777b14-0364-43e3-9dd2-bdde45b36189,"tratamento para anemia em criança",0,10,alimentacao,Alimentação,anemia,t,"2026-04-13 08:40:38.397737+00",,autocomplete,"2026-04-13 08:40:38.397737+00"
1c7e4275-1dbd-4ded-bc62-379cb09cca02,"é normal perder peso na menopausa",0,55,menopausa,Menopausa,"peso na menopausa",t,"2026-04-13 08:38:29.321032+00",,autocomplete,"2026-04-13 08:38:29.321032+00"
1c92f8a6-a6a5-4659-82a2-c190de0c0f38,"como tratar demência alcoólica",0,35,saude-mental,"Saúde Mental",demência,t,"2026-04-13 08:40:27.20613+00",,autocomplete,"2026-04-13 08:40:27.20613+00"
1cbfcd0f-4796-4c0d-b5e7-e5debc1faaf3,"como tratar lúpus cutâneo",0,35,emergentes,Emergentes,lúpus,t,"2026-04-13 08:42:25.267323+00",,autocomplete,"2026-04-13 08:42:25.267323+00"
1cd198fa-1a4e-4d30-95bf-d303e8da087c,"como tratar burnout em casa",0,45,saude-mental,"Saúde Mental",burnout,t,"2026-04-13 08:38:34.941684+00",,autocomplete,"2026-04-13 08:38:34.941684+00"
1cd4346a-707b-415d-9863-c971bba3e252,"demência tratamento medicamentoso",0,10,saude-mental,"Saúde Mental",demência,t,"2026-04-13 08:40:27.20613+00",,autocomplete,"2026-04-13 08:40:27.20613+00"
1d13b2a0-9976-4c5d-bd79-50063dc040c9,"lúpus sintomas exames",0,10,emergentes,Emergentes,lúpus,t,"2026-04-13 08:42:25.267323+00",,autocomplete,"2026-04-13 08:42:25.267323+00"
1d1a62f4-f463-4679-8a3f-b15b169832bc,"causas de depressão pos parto",0,10,saude-mental,"Saúde Mental",depressão,t,"2026-04-13 08:38:46.093196+00",,autocomplete,"2026-04-13 08:38:46.093196+00"
1d3a03aa-13a1-40a6-9b1b-8a0dbd9fbf7f,"é normal ter ansiedade todos os dias",0,10,saude-mental,"Saúde Mental",ansiedade,t,"2026-04-13 08:38:40.522707+00",,autocomplete,"2026-04-13 08:38:40.522707+00"
1d6beb62-f226-4f03-b34b-1329c5330693,"o que é demência vascular cerebral",0,10,saude-mental,"Saúde Mental",demência,t,"2026-04-13 08:40:27.20613+00",,autocomplete,"2026-04-13 08:40:27.20613+00"
1d70cc40-ab91-46e8-9b4a-652a9db315c8,"como prevenir avc em idosos",0,10,emergentes,Emergentes,avc,t,"2026-04-13 08:41:12.052215+00",,autocomplete,"2026-04-13 08:41:12.052215+00"
1d809fbd-5302-4f11-bec9-0ef88c15c43d,"como aliviar enxaqueca em minutos",3550,20,saude-mental,"Saúde Mental",enxaqueca,t,"2026-03-30 08:08:36.559366+00",,pytrends,"2026-03-30 08:08:36.559366+00"
1d8593fc-bea0-43a2-a996-e70140111932,"síndrome intestino irritável tratamento medicamentoso",0,10,alimentacao,Alimentação,"síndrome de intestino irritável",t,"2026-04-13 08:40:49.538553+00",,autocomplete,"2026-04-13 08:40:49.538553+00"
1d87d8aa-c875-482e-873a-e6e7e161b9db,"síndrome de intestino irritável causas",0,10,alimentacao,Alimentação,"síndrome de intestino irritável",t,"2026-04-13 08:40:49.538553+00",,autocomplete,"2026-04-13 08:40:49.538553+00"
1db70dbe-4cc4-4904-b052-46526eb84b42,"como tratar depressão infantil",0,10,saude-mental,"Saúde Mental",depressão,t,"2026-04-13 08:38:46.093196+00",,autocomplete,"2026-04-13 08:38:46.093196+00"
1db8106d-b56a-4122-9e72-04001bab94f5,"o que pré diabetes pode comer",0,10,alimentacao,Alimentação,pré-diabetes,t,"2026-04-13 08:42:08.372884+00",,autocomplete,"2026-04-13 08:42:08.372884+00"
1de1ba33-fec5-48f9-b403-3d7c9bfecb8a,"o que é enxaqueca com aura",50,10,saude-mental,"Saúde Mental",enxaqueca,t,"2026-03-30 08:08:36.559366+00",,pytrends,"2026-03-30 08:08:36.559366+00"
1e1bd351-4294-40d1-b087-0d085b0a45af,"sintomas de osteoporose nos ossos",0,80,menopausa,Menopausa,osteoporose,t,"2026-04-13 08:36:53.898281+00",,autocomplete,"2026-04-13 08:36:53.898281+00"
1e2ec8b7-ae2e-44e9-882a-8f30e63402f6,"mpox portugal sintomas",0,100,emergentes,Emergentes,"mpox portugal",t,"2026-04-13 08:39:02.87764+00",,autocomplete,"2026-04-13 08:39:02.87764+00"
1e35d467-8444-4fb0-af72-d939c4a39353,"o que é sepse urinaria",0,10,emergentes,Emergentes,sepsis,t,"2026-04-13 08:41:00.80186+00",,autocomplete,"2026-04-13 08:41:00.80186+00"
1e3d9f11-1598-48aa-84b0-ac2c4b0ae008,mioma,5850,36,menopausa,Menopausa,endometriose,f,"2026-03-23 07:41:17.864169+00",,pytrends,"2026-03-27 18:34:47.925931+00"
1e53321c-c3e4-41c0-a525-953a7032a7b8,"o que é enxaqueca com aura e sem aura",0,10,saude-mental,"Saúde Mental",enxaqueca,t,"2026-04-13 08:43:55.008487+00",,autocomplete,"2026-04-13 08:43:55.008487+00"
1e84908a-1402-4c3d-a514-50928aff694f,"tratamento para lúpus eritematoso sistêmico",0,10,emergentes,Emergentes,lúpus,t,"2026-04-13 08:42:25.267323+00",,autocomplete,"2026-04-13 08:42:25.267323+00"
1e84c870-6f0e-4f57-a304-fa0d35352c3a,"incontinencia urinaria tratamento cirurgico",0,10,menopausa,Menopausa,"incontinência urinária",t,"2026-04-13 08:42:42.043868+00",,autocomplete,"2026-04-13 08:42:42.043868+00"
1e8df4f6-6ec8-4a7d-b01c-7ad97cb25361,"tratamento moderno para diabetes tipo 2",0,10,alimentacao,Alimentação,"diabetes tipo 2",t,"2026-04-13 08:42:47.656406+00",,autocomplete,"2026-04-13 08:42:47.656406+00"
1e955137-4e9d-427e-ab57-ca74f845cd0b,"insônia tratamento",0,10,saude-mental,"Saúde Mental",insónia,t,"2026-04-13 08:39:19.763922+00",,autocomplete,"2026-04-13 08:39:19.763922+00"
1ec9d79d-3640-4233-a091-6e02e6490d9e,"sintomas de anemia",0,100,alimentacao,Alimentação,anemia,t,"2026-04-13 08:40:38.397737+00",,autocomplete,"2026-04-13 08:40:38.397737+00"
1ece7ae0-2c70-4b49-8b64-e0a5b3d74c0f,"tratamento insonia de manutenção",0,10,saude-mental,"Saúde Mental",insónia,t,"2026-04-13 08:39:19.763922+00",,autocomplete,"2026-04-13 08:39:19.763922+00"
1eddd4a8-1da4-4d40-a9c8-dd2e1e661af5,"alzheimer causas e sintomas",0,10,saude-mental,"Saúde Mental",alzheimer,t,"2026-04-13 08:43:15.769569+00",,autocomplete,"2026-04-13 08:43:15.769569+00"
1ee35bb9-36c4-4890-9e2b-a2e546c7bed6,"o que é terapia online",0,100,saude-mental,"Saúde Mental","terapia online",t,"2026-04-13 08:39:59.193516+00",,autocomplete,"2026-04-13 08:39:59.193516+00"
1ef1b5d3-91d9-41e9-b66d-bf17541c8358,"avc causas",0,10,emergentes,Emergentes,avc,t,"2026-04-13 08:41:12.052215+00",,autocomplete,"2026-04-13 08:41:12.052215+00"
1f20e37d-3b0f-4ee0-8e3b-1576c24747ff,"sindrome del ovario poliquistico sintomas",0,45,menopausa,Menopausa,"síndrome do ovário poliquístico",t,"2026-04-13 08:43:26.930582+00",,autocomplete,"2026-04-13 08:43:26.930582+00"
1f2ea90f-f4ed-4f64-bd0d-82463b3ee505,"tratamento para demencia com corpos de lewy",0,10,saude-mental,"Saúde Mental",demência,t,"2026-04-13 08:40:27.20613+00",,autocomplete,"2026-04-13 08:40:27.20613+00"
1f33999a-4179-4aaa-bfe8-82d1ae812dc1,"primeiros sintomas alcoolismo",0,10,saude-mental,"Saúde Mental",alcoolismo,t,"2026-04-13 08:43:49.404375+00",,autocomplete,"2026-04-13 08:43:49.404375+00"
1f3e75be-7433-4f62-8217-a898e6adbe37,"tratamento para burnout autista",0,10,saude-mental,"Saúde Mental",burnout,t,"2026-04-13 08:38:34.941684+00",,autocomplete,"2026-04-13 08:38:34.941684+00"
1f850bd6-e125-4f3e-b366-bf359d671b17,"o que é refluxo gastroesofágico em bebe",0,10,alimentacao,Alimentação,"refluxo gastroesofágico",t,"2026-04-13 08:40:32.807623+00",,autocomplete,"2026-04-13 08:40:32.807623+00"
1f8a6196-9d12-4a08-91d1-903ec911a5d1,"sintomas de ataque de pânico",9999,76,saude-mental,"Saúde Mental",pânico,t,"2026-04-06 08:00:27.853633+00",,pytrends,"2026-04-06 08:00:27.853633+00"
1fab4d83-b9ef-4663-b83a-df2066b8826a,"lúpus sintomas iniciais no rosto",0,10,emergentes,Emergentes,lúpus,t,"2026-03-30 08:17:29.204312+00",,autocomplete,"2026-03-30 08:17:29.204312+00"
1fb04440-3077-43e7-8ddd-2a1362894e18,"tratamento natural para estresse",0,10,saude-mental,"Saúde Mental",stress,t,"2026-04-13 08:40:21.587655+00",,autocomplete,"2026-04-13 08:40:21.587655+00"
1fcf71c0-813a-449c-acab-f3602622d73b,"lúpus tratamento medicamentoso",0,10,emergentes,Emergentes,lúpus,t,"2026-04-13 08:42:25.267323+00",,autocomplete,"2026-04-13 08:42:25.267323+00"
1fd99bf7-dfdd-414c-a037-3e9a029f0eda,"sintomas de lúpus eritematoso",0,65,emergentes,Emergentes,lúpus,t,"2026-04-13 08:42:25.267323+00",,autocomplete,"2026-04-13 08:42:25.267323+00"
1fe04f3d-1bc0-4443-96ba-f9e621fdb88c,"tratamento para sindrome do intestino irritavel sintomas",0,10,alimentacao,Alimentação,"síndrome de intestino irritável",t,"2026-04-13 08:40:49.538553+00",,autocomplete,"2026-04-13 08:40:49.538553+00"
1fe08a09-442e-49a0-8ea1-e0273a985390,"avc tratamento fisioterapêutico exercícios",0,10,emergentes,Emergentes,avc,t,"2026-04-13 08:41:12.052215+00",,autocomplete,"2026-04-13 08:41:12.052215+00"
1fe12a6c-bde7-46ce-9357-6c10db733781,"o que significa ter suores noturnos",0,50,menopausa,Menopausa,"suores noturnos",t,"2026-04-13 08:37:44.379314+00",,autocomplete,"2026-04-13 08:37:44.379314+00"
1fe41321-da55-42f1-9be5-1d6631c33275,"intolerância à lactose sintomas graves",0,10,alimentacao,Alimentação,"intolerância à lactose",t,"2026-04-13 08:43:43.801483+00",,autocomplete,"2026-04-13 08:43:43.801483+00"
